
 eiger (login-i17) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-29 11:45:34.662 

                                                                                
  
Total energy =  -4206.6968605490 H =   -114470.0521415 eV
 
 HOMO-LUMO Separation
   HOMO:   222. b  27 a1    -0.13224547 H =     -3.59858 eV
   LUMO:   223. b  27 b2    -0.08469608 H =     -2.30470 eV
   Gap :                    +0.04754938 H =     +1.29388 eV
 
Number of MOs=   1678, Electrons=    295.00, Symmetry: d2d  
 
   Nr.   Orbital    Occupation       Energy
 1308. b 215 e                     +3.422031 H =       +93.118 eV
 1307. a 215 e                     +3.419223 H =       +93.042 eV
 1306. b 135 b2                    +3.418318 H =       +93.017 eV
 1305. b 135 a1                    +3.415956 H =       +92.953 eV
 1304. a 134 a1                    +3.409960 H =       +92.790 eV
 1303. a 134 b2                    +3.409934 H =       +92.789 eV
 1302. b  84 a2                    +3.403017 H =       +92.601 eV
 1301. b  86 b1                    +3.402887 H =       +92.597 eV
 1300. a  84 a2                    +3.399457 H =       +92.504 eV
 1299. a  86 b1                    +3.399201 H =       +92.497 eV
 1298. b 214 e                     +3.394861 H =       +92.379 eV
 1297. b  83 a2                    +3.389877 H =       +92.243 eV
 1296. a  83 a2                    +3.389536 H =       +92.234 eV
 1295. b  85 b1                    +3.388969 H =       +92.219 eV
 1294. a  85 b1                    +3.388731 H =       +92.212 eV
 1293. a 214 e                     +3.383944 H =       +92.082 eV
 1292. b 213 e                     +3.354256 H =       +91.274 eV
 1291. b 212 e                     +3.353109 H =       +91.243 eV
 1290. a 213 e                     +3.352758 H =       +91.233 eV
 1289. a 212 e                     +3.350746 H =       +91.178 eV
 1288. b 134 b2                    +3.342185 H =       +90.945 eV
 1287. a 133 b2                    +3.338845 H =       +90.855 eV
 1286. b  84 b1                    +3.338259 H =       +90.839 eV
 1285. b  82 a2                    +3.337339 H =       +90.814 eV
 1284. b 134 a1                    +3.335110 H =       +90.753 eV
 1283. a  84 b1                    +3.333007 H =       +90.696 eV
 1282. a  82 a2                    +3.332312 H =       +90.677 eV
 1281. a 133 a1                    +3.330256 H =       +90.621 eV
 1280. b 211 e                     +3.308891 H =       +90.040 eV
 1279. a 211 e                     +3.303754 H =       +89.900 eV
 1278. a  83 b1                    +3.300718 H =       +89.817 eV
 1277. b  83 b1                    +3.300286 H =       +89.805 eV
 1276. a  81 a2                    +3.299223 H =       +89.776 eV
 1275. b  81 a2                    +3.298861 H =       +89.767 eV
 1274. b 133 a1                    +3.294778 H =       +89.655 eV
 1273. b 133 b2                    +3.294440 H =       +89.646 eV
 1272. a 132 a1                    +3.287744 H =       +89.464 eV
 1271. a 132 b2                    +3.287614 H =       +89.461 eV
 1270. b 210 e                     +3.283283 H =       +89.343 eV
 1269. a 210 e                     +3.273280 H =       +89.070 eV
 1268. a 209 e                     +3.262484 H =       +88.777 eV
 1267. b 209 e                     +3.261967 H =       +88.763 eV
 1266. b 132 b2                    +3.232525 H =       +87.961 eV
 1265. a 131 b2                    +3.231441 H =       +87.932 eV
 1264. b 208 e                     +3.228978 H =       +87.865 eV
 1263. a 208 e                     +3.226608 H =       +87.800 eV
 1262. b 132 a1                    +3.217893 H =       +87.563 eV
 1261. a 131 a1                    +3.216747 H =       +87.532 eV
 1260. a 207 e                     +3.212568 H =       +87.418 eV
 1259. b 207 e                     +3.208542 H =       +87.309 eV
 1258. b 131 b2                    +3.203852 H =       +87.181 eV
 1257. a 130 b2                    +3.200000 H =       +87.076 eV
 1256. b 131 a1                    +3.198814 H =       +87.044 eV
 1255. a 130 a1                    +3.194658 H =       +86.931 eV
 1254. b  82 b1                    +3.193030 H =       +86.887 eV
 1253. b  80 a2                    +3.190684 H =       +86.823 eV
 1252. a  82 b1                    +3.184421 H =       +86.653 eV
 1251. a 129 b2                    +3.183985 H =       +86.641 eV
 1250. a  80 a2                    +3.183663 H =       +86.632 eV
 1249. b  81 b1                    +3.177885 H =       +86.475 eV
 1248. a  81 b1                    +3.177393 H =       +86.461 eV
 1247. b 130 b2                    +3.176509 H =       +86.437 eV
 1246. b  79 a2                    +3.176375 H =       +86.434 eV
 1245. a  79 a2                    +3.175017 H =       +86.397 eV
 1244. b 206 e                     +3.174721 H =       +86.389 eV
 1243. a 206 e                     +3.174619 H =       +86.386 eV
 1242. b 205 e                     +3.166224 H =       +86.157 eV
 1241. a 205 e                     +3.166182 H =       +86.156 eV
 1240. b 204 e                     +3.155239 H =       +85.858 eV
 1239. b  80 b1                    +3.149899 H =       +85.713 eV
 1238. a  80 b1                    +3.148975 H =       +85.688 eV
