
 eiger (login-i17) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-29 12:02:21.098 

                                                                                
  
Total energy =  -4085.3668285920 H =   -111168.4938061 eV
 
 HOMO-LUMO Separation
   HOMO:   221. b  27 a1    -0.12686785 H =     -3.45225 eV
   LUMO:   222. b  11 b1    -0.07826449 H =     -2.12969 eV
   Gap :                    +0.04860336 H =     +1.32256 eV
 
Number of MOs=   1678, Electrons=    293.00, Symmetry: d2d  
 
   Nr.   Orbital    Occupation       Energy
 1312. b 216 e                     +3.438672 H =       +93.571 eV
 1311. b 136 a1                    +3.438545 H =       +93.568 eV
 1310. a 135 a1                    +3.432658 H =       +93.407 eV
 1309. a 216 e                     +3.432011 H =       +93.390 eV
 1308. b  84 a2                    +3.402572 H =       +92.589 eV
 1307. b  86 b1                    +3.402430 H =       +92.585 eV
 1306. b 135 b2                    +3.401616 H =       +92.563 eV
 1305. a  84 a2                    +3.399347 H =       +92.501 eV
 1304. a  86 b1                    +3.398934 H =       +92.490 eV
 1303. b 135 a1                    +3.398169 H =       +92.469 eV
 1302. b 215 e                     +3.398102 H =       +92.467 eV
 1301. a 134 b2                    +3.393293 H =       +92.336 eV
 1300. a 215 e                     +3.393089 H =       +92.331 eV
 1299. a 134 a1                    +3.391197 H =       +92.279 eV
 1298. b  83 a2                    +3.389323 H =       +92.228 eV
 1297. b  85 b1                    +3.389098 H =       +92.222 eV
 1296. a  83 a2                    +3.387462 H =       +92.178 eV
 1295. b 214 e                     +3.387417 H =       +92.176 eV
 1294. a  85 b1                    +3.387398 H =       +92.176 eV
 1293. a 214 e                     +3.375109 H =       +91.841 eV
 1292. b 213 e                     +3.352012 H =       +91.213 eV
 1291. a 213 e                     +3.349544 H =       +91.146 eV
 1290. b 212 e                     +3.348304 H =       +91.112 eV
 1289. a 212 e                     +3.345680 H =       +91.041 eV
 1288. b 134 b2                    +3.344552 H =       +91.010 eV
 1287. a 133 b2                    +3.338776 H =       +90.853 eV
 1286. b 134 a1                    +3.336887 H =       +90.801 eV
 1285. b  84 b1                    +3.333024 H =       +90.696 eV
 1284. b  82 a2                    +3.332373 H =       +90.678 eV
 1283. a 133 a1                    +3.328787 H =       +90.581 eV
 1282. a  84 b1                    +3.327172 H =       +90.537 eV
 1281. a  82 a2                    +3.326572 H =       +90.521 eV
 1280. a  83 b1                    +3.300013 H =       +89.798 eV
 1279. b 211 e                     +3.299676 H =       +89.789 eV
 1278. b  83 b1                    +3.299311 H =       +89.779 eV
 1277. a  81 a2                    +3.298274 H =       +89.751 eV
 1276. b  81 a2                    +3.297636 H =       +89.733 eV
 1275. b 133 a1                    +3.293715 H =       +89.627 eV
 1274. b 133 b2                    +3.290573 H =       +89.541 eV
 1273. a 211 e                     +3.288701 H =       +89.490 eV
 1272. a 132 a1                    +3.288063 H =       +89.473 eV
 1271. a 132 b2                    +3.284652 H =       +89.380 eV
 1270. b 210 e                     +3.271101 H =       +89.011 eV
 1269. a 210 e                     +3.261183 H =       +88.741 eV
 1268. a 209 e                     +3.257703 H =       +88.647 eV
 1267. b 209 e                     +3.257650 H =       +88.645 eV
 1266. b 208 e                     +3.229339 H =       +87.875 eV
 1265. a 208 e                     +3.221669 H =       +87.666 eV
 1264. b 132 b2                    +3.216523 H =       +87.526 eV
 1263. a 131 b2                    +3.213805 H =       +87.452 eV
 1262. b 132 a1                    +3.207001 H =       +87.267 eV
 1261. a 207 e                     +3.204308 H =       +87.194 eV
 1260. a 131 a1                    +3.203308 H =       +87.166 eV
 1259. b 207 e                     +3.199136 H =       +87.053 eV
 1258. b 131 b2                    +3.193793 H =       +86.908 eV
 1257. b  82 b1                    +3.190328 H =       +86.813 eV
 1256. b  80 a2                    +3.189264 H =       +86.784 eV
 1255. a 130 b2                    +3.188837 H =       +86.773 eV
 1254. b 131 a1                    +3.187691 H =       +86.741 eV
 1253. a 130 a1                    +3.181455 H =       +86.572 eV
 1252. a  82 b1                    +3.179158 H =       +86.509 eV
 1251. a  80 a2                    +3.178827 H =       +86.500 eV
 1250. a  81 b1                    +3.177994 H =       +86.478 eV
 1249. b  81 b1                    +3.177949 H =       +86.476 eV
 1248. b  79 a2                    +3.177819 H =       +86.473 eV
 1247. a  79 a2                    +3.177672 H =       +86.469 eV
 1246. a 129 b2                    +3.175264 H =       +86.403 eV
 1245. b 130 b2                    +3.169593 H =       +86.249 eV
 1244. b 206 e                     +3.169364 H =       +86.243 eV
 1243. a 206 e                     +3.168849 H =       +86.229 eV
 1242. b 205 e                     +3.164181 H =       +86.102 eV
 1241. a 205 e                     +3.163084 H =       +86.072 eV
 1240. b 204 e                     +3.142385 H =       +85.509 eV
 1239. b  80 b1                    +3.140694 H =       +85.463 eV
 1238. a  80 b1                    +3.137859 H =       +85.385 eV
 1237. b  78 a2                    +3.137205 H =       +85.368 eV
 1236. b 130 a1                    +3.136773 H =       +85.356 eV
 1235. b 203 e                     +3.135563 H =       +85.323 eV
